Country Name,Year,Government Expenditure,US_dollars_at_current_prices_in_millions_Value,,
Finland,2004,Housing and community amenities,602,,
Finland,2004,Health,12791,,
Finland,2004,Education,12281,,
Finland,2004,Social protection,40061,,
Finland,2004,General public services,13841,,
Finland,2004,Defence,2923,,
Finland,2004,Public order and safety,2470,,
Finland,2004,"Recreation, culture and religion",2183,,
Finland,2004,"General economic, commercial and labour affairs",1434,,
Finland,2004,Other industries,0,,
Finland,2004,RandD Economic affairs,1100,,
Finland,2004,Economic affairs n.e.c.,205,,
Finland,2005,Total function,100434,,
Finland,2005,"Agriculture, forestry, fishing and hunting",2346,,
Finland,2005,"Mining, manufacturing and construction",152,,
Finland,2005,Transport,4125,,
Finland,2005,Communication,58,,
Finland,2005,Fuel and energy,32,,
Finland,2005,Environment protection,643,,
Finland,2005,Housing and community amenities,556,,
Finland,2005,Health,13643,,
Finland,2005,Education,12503,,
Finland,2005,Social protection,41123,,
Finland,2005,General public services,14428,,
Finland,2005,Defence,3121,,
Finland,2005,Public order and safety,2619,,
Finland,2005,"Recreation, culture and religion",2183,,
Finland,2005,"General economic, commercial and labour affairs",1480,,
Finland,2005,Other industries,0,,
Finland,2005,RandD Economic affairs,1201,,
Finland,2005,Economic affairs n.e.c.,219,,
Finland,2006,Total function,104354,,
Finland,2006,"Agriculture, forestry, fishing and hunting",2467,,
Finland,2006,"Mining, manufacturing and construction",182,,
Finland,2006,Transport,4225,,
Finland,2006,Communication,64,,
Finland,2006,Fuel and energy,33,,
Finland,2006,Environment protection,682,,
Finland,2006,Housing and community amenities,609,,
Finland,2006,Health,14485,,
Finland,2006,Education,12959,,
Finland,2006,Social protection,42591,,
Finland,2006,General public services,14909,,
Finland,2006,Defence,3086,,
Finland,2006,Public order and safety,2663,,
Finland,2006,"Recreation, culture and religion",2271,,
Finland,2006,"General economic, commercial and labour affairs",1704,,
Finland,2006,Other industries,0,,
Finland,2006,RandD Economic affairs,1213,,
Finland,2006,Economic affairs n.e.c.,211,,
Finland,2007,Total function,119395,,
Finland,2007,"Agriculture, forestry, fishing and hunting",2585,,
Finland,2007,"Mining, manufacturing and construction",226,,
Finland,2007,Transport,5091,,
Finland,2007,Communication,45,,
Finland,2007,Fuel and energy,53,,
Finland,2007,Environment protection,818,,
Finland,2007,Housing and community amenities,831,,
Finland,2007,Health,16576,,
Finland,2007,Education,14787,,
Finland,2007,Social protection,48807,,
Finland,2007,General public services,17058,,
Finland,2007,Defence,3465,,
Finland,2007,Public order and safety,3026,,
Finland,2007,"Recreation, culture and religion",2685,,
Finland,2007,"General economic, commercial and labour affairs",1727,,
Finland,2007,Other industries,0,,
Finland,2007,RandD Economic affairs,1351,,
Finland,2007,Economic affairs n.e.c.,263,,
Finland,2008,Total function,136789,,
Finland,2008,"Agriculture, forestry, fishing and hunting",2727,,
Finland,2008,"Mining, manufacturing and construction",304,,
Finland,2008,Transport,6095,,
Finland,2008,Communication,47,,
Finland,2008,Fuel and energy,63,,
Finland,2008,Environment protection,874,,
Finland,2008,Housing and community amenities,1138,,
Finland,2008,Health,19143,,
Finland,2008,Education,16633,,
Finland,2008,Social protection,55118,,
Finland,2008,General public services,19892,,
Finland,2008,Defence,4103,,
Finland,2008,Public order and safety,3552,,
Finland,2008,"Recreation, culture and religion",3089,,
Finland,2008,"General economic, commercial and labour affairs",2021,,
Finland,2008,Other industries,0,,
Finland,2008,RandD Economic affairs,1509,,
Finland,2008,Economic affairs n.e.c.,481,,
Finland,2009,Total function,137121,,
Finland,2009,"Agriculture, forestry, fishing and hunting",2618,,
Finland,2009,"Mining, manufacturing and construction",276,,
Finland,2009,Transport,5836,,
Finland,2009,Communication,66,,
Finland,2009,Fuel and energy,61,,
Finland,2009,Environment protection,863,,
Finland,2009,Housing and community amenities,1240,,
Finland,2009,Health,18778,,
Finland,2009,Education,16429,,
Finland,2009,Social protection,57102,,
Finland,2009,General public services,19591,,
Finland,2009,Defence,4021,,
Finland,2009,Public order and safety,3534,,
Finland,2009,"Recreation, culture and religion",3004,,
Finland,2009,"General economic, commercial and labour affairs",1967,,
Finland,2009,Other industries,21,,
Finland,2009,RandD Economic affairs,1573,,
Finland,2009,Economic affairs n.e.c.,139,,
Finland,2010,Total function,134457,,
Finland,2010,"Agriculture, forestry, fishing and hunting",2555,,
Finland,2010,"Mining, manufacturing and construction",256,,
Finland,2010,Transport,5608,,
Finland,2010,Communication,52,,
Finland,2010,Fuel and energy,64,,
Finland,2010,Environment protection,689,,
Finland,2010,Housing and community amenities,1214,,
Finland,2010,Health,18282,,
Finland,2010,Education,16310,,
Finland,2010,Social protection,56359,,
Finland,2010,General public services,19097,,
Finland,2010,Defence,3735,,
Finland,2010,Public order and safety,3619,,
Finland,2010,"Recreation, culture and religion",3045,,
Finland,2010,"General economic, commercial and labour affairs",1865,,
Finland,2010,Other industries,15,,
Finland,2010,RandD Economic affairs,1533,,
Finland,2010,Economic affairs n.e.c.,160,,
Finland,2011,Total function,147883,,
Finland,2011,"Agriculture, forestry, fishing and hunting",2756,,
Finland,2011,"Mining, manufacturing and construction",276,,
Finland,2011,Transport,6189,,
Finland,2011,Communication,50,,
Finland,2011,Fuel and energy,89,,
Finland,2011,Environment protection,668,,
Finland,2011,Housing and community amenities,1402,,
Finland,2011,Health,20295,,
Finland,2011,Education,17706,,
Finland,2011,Social protection,61931,,
Finland,2011,General public services,21976,,
Finland,2011,Defence,3779,,
Finland,2011,Public order and safety,3687,,
Finland,2011,"Recreation, culture and religion",3286,,
Finland,2011,"General economic, commercial and labour affairs",1952,,
Finland,2011,Other industries,21,,
Finland,2011,RandD Economic affairs,1617,,
Finland,2011,Economic affairs n.e.c.,203,,
Finland,2012,Total function,143197,,
Finland,2012,"Agriculture, forestry, fishing and hunting",2422,,
Finland,2012,"Mining, manufacturing and construction",306,,
Finland,2012,Transport,6141,,
Finland,2012,Communication,49,,
Finland,2012,Fuel and energy,122,,
Finland,2012,Environment protection,637,,
Finland,2012,Housing and community amenities,1115,,
Finland,2012,Health,19919,,
Finland,2012,Education,16534,,
Finland,2012,Social protection,60918,,
Finland,2012,General public services,21069,,
Finland,2012,Defence,3844,,
Finland,2012,Public order and safety,3513,,
Finland,2012,"Recreation, culture and religion",3083,,
Finland,2012,"General economic, commercial and labour affairs",1773,,
Finland,2012,Other industries,17,,
Finland,2012,RandD Economic affairs,1546,,
Finland,2012,Economic affairs n.e.c.,189,,
Finland,2013,Total function,154197,,
Finland,2013,"Agriculture, forestry, fishing and hunting",2376,,
Finland,2013,"Mining, manufacturing and construction",287,,
Finland,2013,Transport,6460,,
Finland,2013,Communication,58,,
Finland,2013,Fuel and energy,210,,
Finland,2013,Environment protection,693,,
Finland,2013,Housing and community amenities,1074,,
Finland,2013,Health,21246,,
Finland,2013,Education,17271,,
Finland,2013,Social protection,66754,,
Finland,2013,General public services,22449,,
Finland,2013,Defence,3968,,
Finland,2013,Public order and safety,3658,,
Finland,2013,"Recreation, culture and religion",4003,,
Finland,2013,"General economic, commercial and labour affairs",1818,,
Finland,2013,Other industries,16,,
Finland,2013,RandD Economic affairs,1626,,
Finland,2013,Economic affairs n.e.c.,230,,
Finland,2014,Total function,157433,,
Finland,2014,"Agriculture, forestry, fishing and hunting",2320,,
Finland,2014,"Mining, manufacturing and construction",282,,
Finland,2014,Transport,6910,,
Finland,2014,Communication,57,,
Finland,2014,Fuel and energy,186,,
Finland,2014,Environment protection,692,,
Finland,2014,Housing and community amenities,1080,,
Finland,2014,Health,21467,,
Finland,2014,Education,17427,,
Finland,2014,Social protection,69326,,
Finland,2014,General public services,22685,,
Finland,2014,Defence,3803,,
Finland,2014,Public order and safety,3531,,
Finland,2014,"Recreation, culture and religion",3960,,
Finland,2014,"General economic, commercial and labour affairs",1948,,
Finland,2014,Other industries,20,,
Finland,2014,RandD Economic affairs,1550,,
Finland,2014,Economic affairs n.e.c.,187,,
Finland,2015,Total function,132492,,
Finland,2015,"Agriculture, forestry, fishing and hunting",1790,,
Finland,2015,"Mining, manufacturing and construction",485,,
Finland,2015,Transport,5708,,
Finland,2015,Communication,42,,
Finland,2015,Fuel and energy,337,,
Finland,2015,Environment protection,554,,
Finland,2015,Housing and community amenities,953,,
Finland,2015,Health,17093,,
Finland,2015,Education,14529,,
Finland,2015,Social protection,59262,,
Finland,2015,General public services,19620,,
Finland,2015,Defence,3062,,
Finland,2015,Public order and safety,2907,,
Finland,2015,"Recreation, culture and religion",3413,,
Finland,2015,"General economic, commercial and labour affairs",1478,,
Finland,2015,Other industries,0,,
Finland,2015,RandD Economic affairs,1259,,
Finland,2015,Economic affairs n.e.c.,0,,
Finland,2016,Total function,133984,,
Finland,2016,"Agriculture, forestry, fishing and hunting",1789,,
Finland,2016,"Mining, manufacturing and construction",560,,
Finland,2016,Transport,5643,,
Finland,2016,Communication,39,,
Finland,2016,Fuel and energy,283,,
Finland,2016,Environment protection,546,,
Finland,2016,Housing and community amenities,750,,
Finland,2016,Health,17285,,
Finland,2016,Education,14565,,
Finland,2016,Social protection,61351,,
Finland,2016,General public services,19104,,
Finland,2016,Defence,3196,,
Finland,2016,Public order and safety,2857,,
Finland,2016,"Recreation, culture and religion",3482,,
Finland,2016,"General economic, commercial and labour affairs",1328,,
Finland,2016,Other industries,0,,
Finland,2016,RandD Economic affairs,1205,,
Finland,2016,Economic affairs n.e.c.,0,,
Finland,2017,Total function,137115,,
Finland,2017,"Agriculture, forestry, fishing and hunting",1797,,
Finland,2017,"Mining, manufacturing and construction",182,,
Finland,2017,Transport,5849,,
Finland,2017,Communication,40,,
Finland,2017,Fuel and energy,399,,
Finland,2017,Environment protection,512,,
Finland,2017,Housing and community amenities,827,,
Finland,2017,Health,17926,,
Finland,2017,Education,14443,,
Finland,2017,Social protection,62749,,
Finland,2017,General public services,19856,,
Finland,2017,Defence,3179,,
Finland,2017,Public order and safety,2881,,
Finland,2017,"Recreation, culture and religion",3740,,
Finland,2017,"General economic, commercial and labour affairs",1463,,
Finland,2017,Other industries,0,,
Finland,2017,RandD Economic affairs,1272,,
Finland,2017,Economic affairs n.e.c.,0,,
Finland,2018,Total function,147178,,
Finland,2018,"Agriculture, forestry, fishing and hunting",1921,,
Finland,2018,"Mining, manufacturing and construction",148,,
Finland,2018,Transport,6070,,
Finland,2018,Communication,50,,
Finland,2018,Fuel and energy,383,,
Finland,2018,Environment protection,546,,
Finland,2018,Housing and community amenities,834,,
Finland,2018,Health,19501,,
Finland,2018,Education,15298,,
Finland,2018,Social protection,66863,,
Finland,2018,General public services,22068,,
Finland,2018,Defence,3285,,
Finland,2018,Public order and safety,3059,,
Finland,2018,"Recreation, culture and religion",4183,,
Finland,2018,"General economic, commercial and labour affairs",1649,,
Finland,2018,Other industries,0,,
Finland,2018,RandD Economic affairs,1320,,
Finland,2018,Economic affairs n.e.c.,0,,
Finland,2019,Total function,143231,,
Finland,2019,"Agriculture, forestry, fishing and hunting",1858,,
Finland,2019,"Mining, manufacturing and construction",132,,
Finland,2019,Transport,6017,,
Finland,2019,Communication,3,,
Finland,2019,Fuel and energy,369,,
Finland,2019,Environment protection,519,,
Finland,2019,Housing and community amenities,856,,
Finland,2019,Health,19159,,
Finland,2019,Education,15066,,
Finland,2019,Social protection,64616,,
Finland,2019,General public services,21473,,
Finland,2019,Defence,3091,,
Finland,2019,Public order and safety,3152,,
Finland,2019,"Recreation, culture and religion",3992,,
Finland,2019,"General economic, commercial and labour affairs",1637,,
Finland,2019,Other industries,0,,
Finland,2019,RandD Economic affairs,1290,,
Finland,2019,Economic affairs n.e.c.,0,,
Finland,2020,Total function,155485,,
Finland,2020,"Agriculture, forestry, fishing and hunting",1984,,
Finland,2020,"Mining, manufacturing and construction",114,,
Finland,2020,Transport,6822,,
Finland,2020,Communication,3,,
Finland,2020,Fuel and energy,501,,
Finland,2020,Environment protection,620,,
Finland,2020,Housing and community amenities,893,,
Finland,2020,Health,20735,,
Finland,2020,Education,15920,,
Finland,2020,Social protection,69344,,
Finland,2020,General public services,22823,,
Finland,2020,Defence,3797,,
Finland,2020,Public order and safety,3150,,
Finland,2020,"Recreation, culture and religion",4088,,
Finland,2020,"General economic, commercial and labour affairs",2322,,
Finland,2020,Other industries,143,,
Finland,2020,RandD Economic affairs,2224,,
Finland,2020,Economic affairs n.e.c.,0,,
Finland,2021,Total function,165498,,
Finland,2021,"Agriculture, forestry, fishing and hunting",1871,,
Finland,2021,"Mining, manufacturing and construction",130,,
Finland,2021,Transport,7277,,
Finland,2021,Communication,2,,
Finland,2021,Fuel and energy,422,,
Finland,2021,Environment protection,685,,
Finland,2021,Housing and community amenities,1193,,
Finland,2021,Health,22918,,
Finland,2021,Education,16932,,
Finland,2021,Social protection,73300,,
Finland,2021,General public services,24056,,
Finland,2021,Defence,3545,,
Finland,2021,Public order and safety,3439,,
Finland,2021,"Recreation, culture and religion",4433,,
Finland,2021,"General economic, commercial and labour affairs",3523,,
Finland,2021,Other industries,13,,
Finland,2021,RandD Economic affairs,1758,,
Finland,2021,Economic affairs n.e.c.,0,,
France,2000,Total function,705385,,
France,2000,"Agriculture, forestry, fishing and hunting",5737,,
France,2000,"Mining, manufacturing and construction",398,,
France,2000,Transport,27779,,
France,2000,Communication,212,,
