Country Name,Year,Government Expenditure,US_dollars_at_current_prices_in_millions_Value,Unnamed: 4,Unnamed: 5,Country Code
Georgia,2000,General public services,129.0,,,
Georgia,2000,Defence,15.0,,,
Georgia,2000,Public order and safety,38.0,,,
Georgia,2000,"Recreation, culture and religion",23.0,,,
Georgia,2000,"General economic, commercial and labour affairs",0.0,,,
Georgia,2000,Other industries,0.0,,,
Georgia,2000,RandD Economic affairs,0.0,,,
Georgia,2000,Economic affairs n.e.c.,23.0,,,
Georgia,2001,Total function,551.0,,,
Georgia,2001,"Agriculture, forestry, fishing and hunting",8.0,,,
Georgia,2001,"Mining, manufacturing and construction",0.0,,,
Georgia,2001,Transport,19.0,,,
Georgia,2001,Communication,0.0,,,
Georgia,2001,Fuel and energy,4.0,,,
Georgia,2001,Environment protection,0.0,,,
Georgia,2001,Housing and community amenities,31.0,,,
Georgia,2001,Health,27.0,,,
Georgia,2001,Education,69.0,,,
Georgia,2001,Social protection,148.0,,,
Georgia,2001,General public services,158.0,,,
Georgia,2001,Defence,18.0,,,
Georgia,2001,Public order and safety,45.0,,,
Georgia,2001,"Recreation, culture and religion",23.0,,,
Georgia,2001,"General economic, commercial and labour affairs",0.0,,,
Georgia,2001,Other industries,0.0,,,
Georgia,2001,RandD Economic affairs,0.0,,,
Georgia,2001,Economic affairs n.e.c.,1.0,,,
Georgia,2002,Total function,568.0,,,
Georgia,2002,"Agriculture, forestry, fishing and hunting",8.0,,,
Georgia,2002,"Mining, manufacturing and construction",0.0,,,
Georgia,2002,Transport,16.0,,,
Georgia,2002,Communication,0.0,,,
Georgia,2002,Fuel and energy,8.0,,,
Georgia,2002,Environment protection,0.0,,,
Georgia,2002,Housing and community amenities,35.0,,,
Georgia,2002,Health,34.0,,,
Georgia,2002,Education,79.0,,,
Georgia,2002,Social protection,149.0,,,
Georgia,2002,General public services,142.0,,,
Georgia,2002,Defence,22.0,,,
Georgia,2002,Public order and safety,46.0,,,
Georgia,2002,"Recreation, culture and religion",28.0,,,
Georgia,2002,"General economic, commercial and labour affairs",0.0,,,
Georgia,2002,Other industries,0.0,,,
Georgia,2002,RandD Economic affairs,0.0,,,
Georgia,2002,Economic affairs n.e.c.,1.0,,,
Georgia,2003,Total function,662.0,,,
Georgia,2003,"Agriculture, forestry, fishing and hunting",7.0,,,
Georgia,2003,"Mining, manufacturing and construction",0.0,,,
Georgia,2003,Transport,18.0,,,
Georgia,2003,Communication,0.0,,,
Georgia,2003,Fuel and energy,17.0,,,
Georgia,2003,Environment protection,0.0,,,
Georgia,2003,Housing and community amenities,29.0,,,
Georgia,2003,Health,14.0,,,
Georgia,2003,Education,76.0,,,
Georgia,2003,Social protection,216.0,,,
Georgia,2003,General public services,190.0,,,
Georgia,2003,Defence,29.0,,,
Georgia,2003,Public order and safety,53.0,,,
Georgia,2003,"Recreation, culture and religion",23.0,,,
Georgia,2003,"General economic, commercial and labour affairs",0.0,,,
Georgia,2003,Other industries,0.0,,,
Georgia,2003,RandD Economic affairs,0.0,,,
Georgia,2004,Total function,1142.0,,,
Georgia,2004,"Agriculture, forestry, fishing and hunting",17.0,,,
Georgia,2004,"Mining, manufacturing and construction",6.0,,,
Georgia,2004,Transport,32.0,,,
Georgia,2004,Communication,0.0,,,
Georgia,2004,Fuel and energy,42.0,,,
Georgia,2004,Environment protection,0.0,,,
Georgia,2004,Housing and community amenities,73.0,,,
Georgia,2004,Health,50.0,,,
Georgia,2004,Education,149.0,,,
Georgia,2004,Social protection,334.0,,,
Georgia,2004,General public services,208.0,,,
Georgia,2004,Defence,84.0,,,
Georgia,2004,Public order and safety,142.0,,,
Georgia,2004,"Recreation, culture and religion",42.0,,,
Georgia,2004,"General economic, commercial and labour affairs",0.0,,,
Georgia,2004,Other industries,0.0,,,
Georgia,2004,RandD Economic affairs,0.0,,,
Georgia,2005,Total function,1461.0,,,
Georgia,2005,"Agriculture, forestry, fishing and hunting",29.0,,,
Georgia,2005,"Mining, manufacturing and construction",0.0,,,
Georgia,2005,Transport,70.0,,,
Georgia,2005,Communication,0.0,,,
Georgia,2005,Fuel and energy,116.0,,,
Georgia,2005,Environment protection,0.0,,,
Georgia,2005,Housing and community amenities,145.0,,,
Georgia,2005,Health,113.0,,,
Georgia,2005,Education,159.0,,,
Georgia,2005,Social protection,346.0,,,
Georgia,2005,General public services,289.0,,,
Georgia,2005,Defence,218.0,,,
Georgia,2005,Public order and safety,158.0,,,
Georgia,2005,"Recreation, culture and religion",59.0,,,
Georgia,2005,"General economic, commercial and labour affairs",0.0,,,
Georgia,2005,Other industries,0.0,,,
Georgia,2005,RandD Economic affairs,0.0,,,
Georgia,2006,Total function,1944.0,,,
Georgia,2006,"Agriculture, forestry, fishing and hunting",42.0,,,
Georgia,2006,"Mining, manufacturing and construction",0.0,,,
Georgia,2006,Transport,102.0,,,
Georgia,2006,Communication,0.0,,,
Georgia,2006,Fuel and energy,50.0,,,
Georgia,2006,Environment protection,11.0,,,
Georgia,2006,Housing and community amenities,252.0,,,
Georgia,2006,Health,127.0,,,
Georgia,2006,Education,232.0,,,
Georgia,2006,Social protection,388.0,,,
Georgia,2006,General public services,374.0,,,
Georgia,2006,Defence,406.0,,,
Georgia,2006,Public order and safety,215.0,,,
Georgia,2006,"Recreation, culture and religion",78.0,,,
Georgia,2006,"General economic, commercial and labour affairs",13.0,,,
Georgia,2006,Other industries,20.0,,,
Georgia,2006,RandD Economic affairs,4.0,,,
Georgia,2007,Total function,2945.0,,,
Georgia,2007,"Agriculture, forestry, fishing and hunting",40.0,,,
Georgia,2007,"Mining, manufacturing and construction",0.0,,,
Georgia,2007,Transport,105.0,,,
Georgia,2007,Communication,0.0,,,
Georgia,2007,Fuel and energy,99.0,,,
Georgia,2007,Environment protection,46.0,,,
Georgia,2007,Housing and community amenities,299.0,,,
Georgia,2007,Health,150.0,,,
Georgia,2007,Education,274.0,,,
Georgia,2007,Social protection,490.0,,,
Georgia,2007,General public services,388.0,,,
Georgia,2007,Defence,897.0,,,
Georgia,2007,Public order and safety,434.0,,,
Georgia,2007,"Recreation, culture and religion",106.0,,,
Georgia,2007,"General economic, commercial and labour affairs",28.0,,,
Georgia,2007,Other industries,15.0,,,
Georgia,2007,RandD Economic affairs,9.0,,,
Georgia,2008,Total function,4184.0,,,
Georgia,2008,"Agriculture, forestry, fishing and hunting",58.0,,,
Georgia,2008,"Mining, manufacturing and construction",1.0,,,
Georgia,2008,Transport,322.0,,,
Georgia,2008,Communication,0.0,,,
Georgia,2008,Fuel and energy,65.0,,,
Georgia,2008,Environment protection,59.0,,,
Georgia,2008,Housing and community amenities,332.0,,,
Georgia,2008,Health,210.0,,,
Georgia,2008,Education,371.0,,,
Georgia,2008,Social protection,811.0,,,
Georgia,2008,General public services,445.0,,,
Georgia,2008,Defence,1041.0,,,
Georgia,2008,Public order and safety,678.0,,,
Georgia,2008,"Recreation, culture and religion",136.0,,,
Georgia,2008,"General economic, commercial and labour affairs",55.0,,,
Georgia,2008,Other industries,8.0,,,
Georgia,2008,RandD Economic affairs,11.0,,,
Georgia,2009,Total function,3973.0,,,
Georgia,2009,"Agriculture, forestry, fishing and hunting",45.0,,,
Georgia,2009,"Mining, manufacturing and construction",0.0,,,
Georgia,2009,Transport,444.0,,,
Georgia,2009,Communication,0.0,,,
Georgia,2009,Fuel and energy,17.0,,,
Georgia,2009,Environment protection,69.0,,,
Georgia,2009,Housing and community amenities,209.0,,,
Georgia,2009,Health,218.0,,,
Georgia,2009,Education,347.0,,,
Georgia,2009,Social protection,786.0,,,
Georgia,2009,General public services,547.0,,,
Georgia,2009,Defence,627.0,,,
Georgia,2009,Public order and safety,528.0,,,
Georgia,2009,"Recreation, culture and religion",143.0,,,
Georgia,2009,"General economic, commercial and labour affairs",45.0,,,
Georgia,2009,Other industries,36.0,,,
Georgia,2009,RandD Economic affairs,5.0,,,
Georgia,2010,Total function,3816.0,,,
Georgia,2010,"Agriculture, forestry, fishing and hunting",20.0,,,
Georgia,2010,"Mining, manufacturing and construction",0.0,,,
Georgia,2010,Transport,449.0,,,
Georgia,2010,Communication,0.0,,,
Georgia,2010,Fuel and energy,17.0,,,
Georgia,2010,Environment protection,70.0,,,
Georgia,2010,Housing and community amenities,305.0,,,
Georgia,2010,Health,255.0,,,
Georgia,2010,Education,343.0,,,
Georgia,2010,Social protection,797.0,,,
Georgia,2010,General public services,510.0,,,
Georgia,2010,Defence,379.0,,,
Georgia,2010,Public order and safety,486.0,,,
Georgia,2010,"Recreation, culture and religion",175.0,,,
Georgia,2010,"General economic, commercial and labour affairs",15.0,,,
Georgia,2010,Other industries,59.0,,,
Georgia,2010,RandD Economic affairs,4.0,,,
Georgia,2011,Total function,4201.0,,,
Georgia,2011,"Agriculture, forestry, fishing and hunting",24.0,,,
Georgia,2011,"Mining, manufacturing and construction",3.0,,,
Georgia,2011,Transport,441.0,,,
Georgia,2011,Communication,0.0,,,
Georgia,2011,Fuel and energy,34.0,,,
Georgia,2011,Environment protection,66.0,,,
Georgia,2011,Housing and community amenities,413.0,,,
Georgia,2011,Health,236.0,,,
Georgia,2011,Education,389.0,,,
Georgia,2011,Social protection,920.0,,,
Georgia,2011,General public services,531.0,,,
Georgia,2011,Defence,427.0,,,
Georgia,2011,Public order and safety,522.0,,,
Georgia,2011,"Recreation, culture and religion",243.0,,,
Georgia,2011,"General economic, commercial and labour affairs",31.0,,,
Georgia,2011,Other industries,88.0,,,
Georgia,2011,RandD Economic affairs,0.0,,,
Georgia,2012,Total function,4672.0,,,
Georgia,2012,"Agriculture, forestry, fishing and hunting",140.0,,,
Georgia,2012,"Mining, manufacturing and construction",0.0,,,
Georgia,2012,Transport,396.0,,,
Georgia,2012,Communication,0.0,,,
Georgia,2012,Fuel and energy,60.0,,,
Georgia,2012,Environment protection,54.0,,,
Georgia,2012,Housing and community amenities,299.0,,,
Georgia,2012,Health,252.0,,,
Georgia,2012,Education,459.0,,,
Georgia,2012,Social protection,1049.0,,,
Georgia,2012,General public services,568.0,,,
Georgia,2012,Defence,435.0,,,
Georgia,2012,Public order and safety,551.0,,,
Georgia,2012,"Recreation, culture and religion",240.0,,,
Georgia,2012,"General economic, commercial and labour affairs",36.0,,,
Georgia,2012,Other industries,205.0,,,
Georgia,2012,RandD Economic affairs,0.0,,,
Georgia,2013,Total function,4971.0,,,
Georgia,2013,"Agriculture, forestry, fishing and hunting",123.0,,,
Georgia,2013,"Mining, manufacturing and construction",7.0,,,
Georgia,2013,Transport,369.0,,,
Georgia,2013,Communication,0.0,,,
Georgia,2013,Fuel and energy,34.0,,,
Georgia,2013,Environment protection,92.0,,,
Georgia,2013,Housing and community amenities,192.0,,,
Georgia,2013,Health,319.0,,,
Georgia,2013,Education,597.0,,,
Georgia,2013,Social protection,1203.0,,,
Georgia,2013,General public services,647.0,,,
Georgia,2013,Defence,384.0,,,
Georgia,2013,Public order and safety,621.0,,,
Georgia,2013,"Recreation, culture and religion",283.0,,,
Georgia,2013,"General economic, commercial and labour affairs",44.0,,,
Georgia,2013,Other industries,79.0,,,
Georgia,2013,RandD Economic affairs,0.0,,,
Georgia,2014,Total function,5385.0,,,
Georgia,2014,"Agriculture, forestry, fishing and hunting",179.0,,,
Georgia,2014,"Mining, manufacturing and construction",8.0,,,
Georgia,2014,Transport,352.0,,,
Georgia,2014,Communication,0.0,,,
Georgia,2014,Fuel and energy,26.0,,,
Georgia,2014,Environment protection,109.0,,,
Georgia,2014,Housing and community amenities,183.0,,,
Georgia,2014,Health,399.0,,,
Georgia,2014,Education,674.0,,,
Georgia,2014,Social protection,1352.0,,,
Georgia,2014,General public services,691.0,,,
Georgia,2014,Defence,368.0,,,
Georgia,2014,Public order and safety,649.0,,,
Georgia,2014,"Recreation, culture and religion",236.0,,,
Georgia,2014,"General economic, commercial and labour affairs",53.0,,,
Georgia,2014,Other industries,111.0,,,
Georgia,2014,RandD Economic affairs,0.0,,,
Georgia,2015,Total function,4701.0,,,
Georgia,2015,"Agriculture, forestry, fishing and hunting",128.0,,,
Georgia,2015,"Mining, manufacturing and construction",5.0,,,
Georgia,2015,Transport,300.0,,,
Georgia,2015,Communication,0.0,,,
Georgia,2015,Fuel and energy,10.0,,,
Georgia,2015,Environment protection,81.0,,,
Georgia,2015,Housing and community amenities,181.0,,,
Georgia,2015,Health,407.0,,,
Georgia,2015,Education,663.0,,,
Georgia,2015,Social protection,1087.0,,,
Georgia,2015,General public services,652.0,,,
Georgia,2015,Defence,293.0,,,
Georgia,2015,Public order and safety,587.0,,,
Georgia,2015,"Recreation, culture and religion",270.0,,,
Georgia,2015,"General economic, commercial and labour affairs",52.0,,,
Georgia,2015,Other industries,75.0,,,
Georgia,2015,RandD Economic affairs,0.0,,,
Georgia,2016,Total function,4891.0,,,
Georgia,2016,"Agriculture, forestry, fishing and hunting",112.0,,,
Georgia,2016,"Mining, manufacturing and construction",0.0,,,
Georgia,2016,Transport,425.0,,,
Georgia,2016,Communication,0.0,,,
Georgia,2016,Fuel and energy,8.0,,,
Georgia,2016,Environment protection,83.0,,,
Georgia,2016,Housing and community amenities,194.0,,,
Georgia,2016,Health,449.0,,,
Georgia,2016,Education,734.0,,,
Georgia,2016,Social protection,1123.0,,,
Georgia,2016,General public services,666.0,,,
Georgia,2016,Defence,310.0,,,
Georgia,2016,Public order and safety,569.0,,,
Georgia,2016,"Recreation, culture and religion",216.0,,,
Georgia,2016,"General economic, commercial and labour affairs",39.0,,,
Georgia,2016,Other industries,55.0,,,
Georgia,2016,RandD Economic affairs,0.0,,,
Georgia,2017,Total function,5066.0,,,
Georgia,2017,"Agriculture, forestry, fishing and hunting",96.0,,,
Georgia,2017,"Mining, manufacturing and construction",2.0,,,
Georgia,2017,Transport,559.0,,,
Georgia,2017,Communication,0.0,,,
Georgia,2017,Fuel and energy,5.0,,,
Georgia,2017,Environment protection,81.0,,,
Georgia,2017,Housing and community amenities,179.0,,,
Georgia,2017,Health,460.0,,,
Georgia,2017,Education,766.0,,,
Georgia,2017,Social protection,1102.0,,,
Georgia,2017,General public services,655.0,,,
Georgia,2017,Defence,280.0,,,
Georgia,2017,Public order and safety,557.0,,,
Georgia,2017,"Recreation, culture and religion",205.0,,,
Georgia,2017,"General economic, commercial and labour affairs",80.0,,,
Georgia,2017,Other industries,82.0,,,
Georgia,2017,RandD Economic affairs,0.0,,,
Georgia,2018,Total function,5182.0,,,
Georgia,2018,"Agriculture, forestry, fishing and hunting",92.0,,,
Georgia,2018,"Mining, manufacturing and construction",5.0,,,
Georgia,2018,Transport,679.0,,,
Georgia,2018,Communication,0.0,,,
Georgia,2018,Fuel and energy,5.0,,,
Georgia,2018,Environment protection,74.0,,,
Georgia,2018,Housing and community amenities,151.0,,,
Georgia,2018,Health,487.0,,,
Georgia,2018,Education,740.0,,,
Georgia,2018,Social protection,1152.0,,,
Georgia,2018,General public services,640.0,,,
Georgia,2018,Defence,290.0,,,
Georgia,2018,Public order and safety,549.0,,,
Georgia,2018,"Recreation, culture and religion",239.0,,,
Georgia,2018,"General economic, commercial and labour affairs",32.0,,,
Georgia,2018,Other industries,90.0,,,
Georgia,2018,RandD Economic affairs,0.0,,,
Georgia,2019,Total function,5397.0,,,
Georgia,2019,"Agriculture, forestry, fishing and hunting",120.0,,,
Georgia,2019,"Mining, manufacturing and construction",1.0,,,
Georgia,2019,Transport,730.0,,,
Georgia,2019,Communication,0.0,,,
Georgia,2019,Fuel and energy,22.0,,,
Georgia,2019,Environment protection,109.0,,,
Georgia,2019,Housing and community amenities,208.0,,,
Georgia,2019,Health,476.0,,,
Georgia,2019,Education,763.0,,,
Georgia,2019,Social protection,1184.0,,,
Georgia,2019,General public services,618.0,,,
Georgia,2019,Defence,287.0,,,
Georgia,2019,Public order and safety,520.0,,,
Georgia,2019,"Recreation, culture and religion",229.0,,,
Georgia,2019,"General economic, commercial and labour affairs",30.0,,,
Georgia,2019,Other industries,111.0,,,
Georgia,2019,RandD Economic affairs,0.0,,,
Georgia,2020,Total function,5747.0,,,
Georgia,2020,"Agriculture, forestry, fishing and hunting",149.0,,,
Georgia,2020,"Mining, manufacturing and construction",6.0,,,
Georgia,2020,Transport,737.0,,,
Georgia,2020,Communication,0.0,,,
Georgia,2020,Fuel and energy,26.0,,,
Georgia,2020,Environment protection,113.0,,,
Georgia,2020,Housing and community amenities,258.0,,,
Georgia,2020,Health,582.0,,,
Georgia,2020,Education,694.0,,,
Georgia,2020,Social protection,1514.0,,,
Georgia,2020,General public services,588.0,,,
Georgia,2020,Defence,293.0,,,
Georgia,2020,Public order and safety,475.0,,,
Georgia,2020,"Recreation, culture and religion",186.0,,,
Georgia,2020,"General economic, commercial and labour affairs",54.0,,,
Georgia,2020,Other industries,106.0,,,
Georgia,2020,RandD Economic affairs,0.0,,,
Georgia,2021,Total function,6210.0,,,
Georgia,2021,"Agriculture, forestry, fishing and hunting",183.0,,,
Georgia,2021,"Mining, manufacturing and construction",5.0,,,
Georgia,2021,Transport,761.0,,,
Georgia,2021,Communication,0.0,,,
Georgia,2021,Fuel and energy,16.0,,,
Georgia,2021,Environment protection,138.0,,,
Georgia,2021,Housing and community amenities,294.0,,,
Georgia,2021,Health,813.0,,,
Georgia,2021,Education,774.0,,,
Georgia,2021,Social protection,1459.0,,,
Georgia,2021,General public services,611.0,,,
Georgia,2021,Defence,328.0,,,
Georgia,2021,Public order and safety,508.0,,,
